word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
interested,"/ˈɪntɝəstəd/, /ˈɪntɝɪstɪd/, /ˈɪntɹəstɪd/, /ˈɪntɹɪstɪd/",感興趣的,I am very interested in the proposal for the new marketing campaign.,我對新的行銷活動提案非常感興趣。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj.
interesting,"/ˈɪntɝəstɪŋ/, /ˈɪntɝɪstɪŋ/, /ˈɪntɹəstɪŋ/, /ˈɪntɹɪstɪŋ/",引起興趣或令人好奇的,The presentation included interesting data on market trends.,這場簡報包含關於市場趨勢的有趣數據。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
interests,"/ˈɪntɝəsts/, /ˈɪntɝɪsts/, /ˈɪntɹəsts/, /ˈɪntɹɪsts/",興趣，關注點,The company is exploring new markets to broaden its interests.,該公司正在探索新的市場以擴展其業務範圍。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
international,"/ˌɪnɝˈnæʃənəɫ/, /ˌɪntɝˈnæʃənəɫ/",國際的,Our company is expanding its operations to become an international business.,我們公司正在擴展業務，以成為一家國際企業。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
internet,/ˈɪntɝˌnɛt/,互聯網，全球性的電腦網路系統，用於傳輸和獲取資訊。,Our company is investing heavily in improving its online presence on the internet.,我們公司正在大力投資於提升其在互聯網上的線上形象。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
interview,/ˈɪntɝvˌju/,面試,The HR department is scheduling interviews for the marketing manager position.,人資部門正在為行銷經理職位安排面試。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n./v.
interviewed,/ˈɪntɝvˌjud/,面試,The candidate was interviewed by the hiring manager last week.,候選人上週被面試主管面試了。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",v.
interviewing,/ˈɪntɝvˌjuɪŋ/,面試,The HR department is currently interviewing candidates for the marketing manager position.,人資部門目前正在面試市場經理職位的候選人。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",v./n.
interviews,/ˈɪntɝvˌjuz/,面試,The HR department is scheduling interviews for next week.,人資部門正在為下週安排面試。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
into,"/ˈɪntu/, /ɪnˈtu/, /ɪntə/",進入...裡面,She walked into the office early this morning.,她今天早上很早就走進辦公室了。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",preposition
introduced,"/ˌɪntɹəˈdust/, /ˌɪntɹoʊˈdust/",介紹,The CEO introduced the new marketing strategy to the board of directors.,執行長向董事會介紹了新的行銷策略。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
introducing,"/ˌɪntɹəˈdusɪŋ/, /ˌɪntɹoʊˈdusɪŋ/",介紹,The speaker began by introducing the company's new product line.,演講者首先介紹了公司的新產品線。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./adj.
introduction,"/ˌɪntɹəˈdəkʃən/, /ˌɪntɹoʊˈdəkʃən/",介紹,The speaker began his presentation with a brief introduction of the company's history.,這位演講者以簡短的公司歷史介紹開始了他的簡報。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
investment,"/ˌɪnˈvɛsmənt/, /ˌɪnˈvɛstmənt/",投資,The company is considering a significant investment in renewable energy.,公司正在考慮對再生能源進行一項重大投資。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
investors,/ˌɪnˈvɛstɝz/,投資者,The company is seeking new investors to fund its expansion plans.,該公司正在尋找新的投資者以資助其擴張計劃。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
invitation,/ˌɪnvɪˈteɪʃən/,邀請函,We received an invitation to attend the industry conference next month.,我們收到下個月業界會議的邀請函。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
invitations,/ˌɪnvɪˈteɪʃənz/,邀請函,The company sent out invitations to the annual conference last week.,公司上週發出了年度會議的邀請函。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
invited,"/ˌɪnˈvaɪtəd/, /ˌɪnˈvaɪtɪd/",被邀請,Our CEO invited several key clients to the product launch event.,我們的 CEO 邀請了幾位重要客戶參加產品發布會。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
involve,/ˌɪnˈvɑɫv/,包含，涉及，牽涉到,This project involves a significant amount of research and development.,這個專案牽涉到大量的研究和開發。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
involves,/ˌɪnˈvɑɫvz/,包含,The project involves a significant investment of time and resources.,這個專案需要投入大量的時間和資源。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
island,/ˈaɪɫənd/,島嶼，通常指被水環繞的陸地。,The company is considering developing a resort on a remote island to attract tourists.,公司正在考慮在一個偏遠的島嶼上開發度假村以吸引遊客。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
issues,/ˈɪʃuz/,問題，爭議，議題,The company is facing several key issues related to supply chain disruptions.,公司正面臨幾個與供應鏈中斷相關的重要議題。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
item,/ˈaɪtəm/,項目,Please review the list of items before finalizing the purchase order.,請在確認購買訂單之前，審閱清單中的所有項目。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
items,/ˈaɪtəmz/,物品,Please review the list of items to be shipped to our overseas warehouse.,請審閱需要運送到我們海外倉庫的物品清單。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
itself,/ˌɪtˈsɛɫf/,它自己,The company prides itself on its innovative technology.,這家公司以其創新的技術為傲。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",pronoun
jacket,"/ˈdʒækət/, /ˈdʒækɪt/",外套,He brought an extra jacket in case the office gets chilly.,他帶了一件額外的外套，以防辦公室裡變得寒冷。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
jam,/ˈdʒæm/,交通壅塞,The heavy traffic jam caused a significant delay in the delivery schedule.,嚴重的交通堵塞導致了交貨時間的顯著延遲。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n./v.
january,/ˈdʒænjuˌɛɹi/,一月，農曆新年期間，通常是公司年度計畫審查和預算規劃的重要月份。,The annual budget review will take place in January.,年度預算審查將在元月進行。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
jeans,/ˈdʒinz/,牛仔褲,The dress code allows employees to wear jeans on Fridays.,著裝規定允許員工在星期五穿牛仔褲。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
job,"/ˈdʒɑb/, /ˈdʒoʊb/",工作,She's looking for a new job in the marketing department.,她在行銷部門尋找新的工作。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
jobs,/ˈdʒɑbz/,工作,The company is currently hiring for several entry-level jobs in the marketing department.,公司目前正在市場部招聘幾個初級職位。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
jog,/ˈdʒɑɡ/,輕微地移動,"To maintain productivity, employees are encouraged to take short breaks and jog around the office.",為了保持生產力，員工們被鼓勵在工作間隙短暫地在辦公室裡走動。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v.
joining,/ˈdʒɔɪnɪŋ/,加入,New employees are joining the company next week.,新員工下週將加入公司。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./adj.
joke,/ˈdʒoʊk/,笑話,The CEO started the presentation with a lighthearted joke to ease the audience's tension.,為了緩解聽眾的緊張氣氛，執行長以一個輕鬆的笑話開場。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
juice,/ˈdʒus/,果汁,The hotel offers a complimentary breakfast buffet with fresh juice and pastries.,飯店提供免費的早餐自助餐，包含新鮮果汁和麵包點心。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
july,"/ˌdʒuˈɫaɪ/, /dʒəˈɫaɪ/",七月，一年中的第七個月。,The annual sales conference is scheduled for July 15th.,年度銷售會議預計在七月十五日舉行。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
jump,/ˈdʒəmp/,躍起,The company's profits jumped significantly after the new marketing campaign.,新的行銷活動讓公司的利潤大幅躍升。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
jumped,/ˈdʒəmpt/,躍起,The employee jumped at the opportunity to lead the new project.,這位員工非常樂意抓住機會，帶領新的專案。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
just,"/ˈdʒəst/, /dʒɪst/",剛才; 僅僅; 正好; 公正的,"I just sent the email, so they should receive it soon.",我剛才發送了那封郵件，所以他們應該很快就會收到。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv./adj.
keep,/ˈkip/,保留,Please keep me updated on the progress of the project.,請將專案進度告知我，並持續更新。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./n.
keeps,/ˈkips/,持續保有,The company keeps detailed records of all transactions for auditing purposes.,公司為審計目的，保留所有交易的詳細記錄。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
kept,"/ˈkæpt/, /ˈkɛpt/",保留,The company kept detailed records of all transactions for auditing purposes.,公司為了審計目的，保留了所有交易的詳細記錄。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
key,/ˈki/,鑰匙,Could you please provide the key to the storage room?,您能請提供儲藏室的鑰匙嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
keyboard,/ˈkiˌbɔɹd/,鍵盤，用於輸入文字和指令的電子設備。,The IT department replaced my keyboard because several keys were malfunctioning.,由於幾個按鍵失靈，IT部門更換了我的鍵盤。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
keyboards,/ˈkiˌbɔɹdz/,鍵盤，用於輸入文字和指令的裝置。,The IT department is replacing all the outdated keyboards with ergonomic models.,資訊部門正在將所有過時的鍵盤更換為符合人體工學的型號。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
kids,/ˈkɪdz/,兒童,The company offers childcare benefits to attract and retain employees with young kids.,為了吸引和留住有小孩的員工，公司提供托兒福利。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
kill,/ˈkɪɫ/,終止，消滅,The company is taking steps to kill off any potential security vulnerabilities.,公司正採取措施消除任何潛在的安全漏洞。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",v.
kilogram,/ˈkɪɫəˌɡɹæm/,公斤,The package weighs five kilograms.,這個包裹重五公斤。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
kilograms,/ˈkɪɫəˌɡɹæmz/,公克，通常用於衡量貨物，包裹或商品的重量。,The shipping company requires all packages to be under 20 kilograms to qualify for express delivery.,為了符合快遞資格，快遞公司要求所有包裹的重量必須低於 20 公克。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
kilometer,"/ˈkɪɫəˌmitɝ/, /kəˈɫɑmətɝ/",公里 (公尺的一千倍,The nearest gas station is about five kilometers from here.,最近的加油站離這裡大約五公里。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
kilometers,"/ˈkɪɫəˌmitɝz/, /kəˈɫɑˌmətɝz/",公里，公里的單位,The delivery service guarantees a maximum distance of 500 kilometers for overnight shipping.,該快遞服務保證隔夜運送的距離上限為 500 公里。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
kind,/ˈkaɪnd/,友善的,The manager was very kind and helpful in resolving the employee's concerns.,經理非常友善且樂於助人，解決了員工的顧慮。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj.
kindness,/ˈkaɪndnəs/,仁慈，友善，慷慨的行為或品質，尤其是在商業環境中,"The company's kindness towards its employees, including flexible work arrangements, has boosted morale.",公司對員工的友善，例如彈性工作安排，提升了士氣。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
kinds,"/ˈkaɪndz/, /ˈkaɪnz/",種類,We offer several kinds of software solutions to meet different client needs.,我們提供多種軟體解決方案以滿足不同客戶的需求。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
kitchen,/ˈkɪtʃən/,廚房,The chef requested a new oven for the kitchen to improve efficiency.,主廚要求為廚房安裝新的烤箱以提高效率。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
knife,/ˈnaɪf/,刀子,The restaurant provides each guest with a steak knife and a fork.,餐廳為每位客人提供一隻牛排刀和一隻叉子。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
knock,/ˈnɑk/,輕敲,Could you knock before entering the conference room?,進入會議室前，可以先敲門嗎？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
know,/ˈnoʊ/,知道,I know what you mean.,我知道你的意思。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
knowledge,"/ˈnɑɫədʒ/, /ˈnɑɫɪdʒ/",對特定領域或業務相關資訊，事實與技能的了解與認識,Our team’s knowledge of the new software will reduce training time for new hires.,我們團隊對新軟體的了解將縮短新進員工的培訓時間。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
knows,/ˈnoʊz/,知道,The manager knows the company's policy on expense reimbursement.,經理了解公司關於費用報銷的政策。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
lab,/ˈɫæb/,實驗室,The IT department needs to send the damaged equipment to the lab for testing.,IT部門需要將損壞的設備送到實驗室進行測試。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
label,/ˈɫeɪbəɫ/,標籤,The shipping department needs to label each package with the correct destination.,運輸部門需要為每個包裹標示正確的寄達地。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
lack,/ˈɫæk/,缺乏,The company lacks sufficient resources to implement the new project.,公司缺乏足夠的資源來執行新項目。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
lady,/ˈɫeɪdi/,女士,"Good morning, ladies and gentlemen, and welcome to our annual conference.",女士們、先生們，早上好，歡迎參加我們的年度會議。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
lake,/ˈɫeɪk/,湖泊,The company is considering a team-building retreat near a scenic lake.,公司正在考慮在風景如畫的湖泊附近舉辦團隊建設活動。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
lamp,/ˈɫæmp/,燈,The desk lamp provides sufficient light for reading.,這盞檯燈提供足夠的光線用於閱讀。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
land,/ˈɫænd/,土地,The company plans to acquire additional land for its new manufacturing plant.,公司計畫購買額外的土地，以建設新製造廠。,Beginner,1,Corporate,Facilities,"TOEIC,Reading,Part5,Part7",n./v.
language,"/ˈɫæŋɡwədʒ/, /ˈɫæŋɡwɪdʒ/",語言,The company offers translation services to facilitate communication across different languages.,公司提供翻譯服務，以促進跨語言的溝通。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
languages,"/ˈɫæŋɡwədʒəz/, /ˈɫæŋɡwɪdʒɪz/",語言,Our company offers translation services for a wide range of languages.,我們公司提供多種語言的翻譯服務。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
laptop,/ˈɫæpˌtɑp/,筆記型電腦，便攜式電腦，適用於辦公和移動工作。,The IT department is providing each employee with a new laptop to improve productivity.,資訊部門為提高生產力，為每位員工提供新的筆記型電腦。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
large,/ˈɫɑɹdʒ/,巨大的,The company needs a larger office space to accommodate its growing team.,為了容納不斷增長的團隊，公司需要更大的辦公空間。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
last,"/ˈɫæs/, /ˈɫæst/",維持，持續，存續,The project must last until the end of the fiscal year.,這個專案必須持續到財政年度結束。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
lasts,/ˈɫæsts/,持續，維持,The training program lasts for three days.,這項培訓課程持續三天。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
late,/ˈɫeɪt/,遲到,The meeting was postponed due to the CEO's late arrival.,由於執行長遲到，會議被延遲了。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
lately,/ˈɫeɪtɫi/,近來,The company has been focusing on improving employee satisfaction lately.,公司最近一直在專注於提升員工滿意度。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
latest,/ˈɫeɪtəst/,最新的,Please review the latest version of the report before the meeting.,會議前請審閱報告的最新版本。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
laugh,/ˈɫæf/,因幽默或喜悅而發出的笑聲,"The team laughed at the humorous presentation, which helped ease the tension.",團隊對幽默的簡報發笑，這有助於緩解緊張氣氛。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
law,"/ˈɫɑ/, /ˈɫɔ/",法律,The company must comply with all relevant laws and regulations.,公司必須遵守所有相關的法律和法規。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n.
laws,/ˈɫɔz/,法律，法規,The company must comply with all relevant labor laws.,公司必須遵守所有相關勞動法律。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n.
lawyer,"/ˈɫɔɪɝ/, /ˈɫɔjɝ/",律師,The company hired a lawyer to review the contract before signing.,簽署合約前，公司聘請了一位律師來審閱。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n.
leader,/ˈɫidɝ/,領導者,The company is looking for a strong leader to head the new marketing department.,公司正在尋找一位強有力的領導者來領導新的行銷部門。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
leaders,/ˈɫidɝz/,領導者,The company is seeking strong leaders to drive innovation and growth.,該公司正在尋找強有力的領導者來推動創新和增長。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
leadership,/ˈɫidɝˌʃɪp/,領導能力,The company's leadership emphasized the importance of meeting the quarterly sales targets.,公司領導層強調達成季度銷售目標的重要性。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
learn,/ˈɫɝn/,學習,Employees are encouraged to learn new software to improve their productivity.,鼓勵員工學習新的軟體以提高生產力。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
learning,/ˈɫɝnɪŋ/,學習,The company provides continuous learning programs to help employees stay competitive.,公司提供持續的學習計畫，協助員工保持競爭力。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n./v.
leave,/ˈɫiv/,離開,Please leave a message with the receptionist if Mr. Smith is not available.,如果史密斯先生不在，請在接待處留下訊息。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
leaves,/ˈɫivz/,葉子,"The company is experiencing a high turnover of leaves this quarter, impacting project timelines.",本季度公司離職率很高，影響了專案進度。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n./v.
led,/ˈɫɛd/,引導,The project manager led the team to successfully complete the software development.,專案經理帶領團隊成功完成了軟體開發。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v./adj.
leg,/ˈɫɛɡ/,腿,She accidentally hit her leg on the corner of the desk.,她不小心把腿撞到了桌角。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
legal,/ˈɫiɡəɫ/,符合法律規範的,The contract must be reviewed by our legal department to ensure it is legally binding.,必須由我們的法律部門審閱合約，以確保其具有法律約束力。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",adj.
length,"/ˈɫɛŋkθ/, /ˈɫɛŋθ/",長度,The report needs to be concise; keep the length under two pages.,這份報告需要簡潔；將長度控制在兩頁以內。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
less,/ˈɫɛs/,較少,We need to reduce the budget by 10% to improve profitability.,為了提高盈利能力，我們需要將預算減少 10%。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv./adj.
lesson,/ˈɫɛsən/,課程，教學單元,The training program consists of several lessons on project management.,這項培訓計畫包含幾個關於專案管理的課程。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
letter,/ˈɫɛtɝ/,書信,Please send a formal letter of complaint to the supplier regarding the delayed shipment.,請將關於延遲交貨的正式投訴信件寄給供應商。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
letters,/ˈɫɛtɝz/,信件,The accounting department needs to review all incoming letters for potential invoices.,會計部門需要審閱所有收到的信件，以查找潛在的發票。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
level,/ˈɫɛvəɫ/,程度，等級,The employee's performance level needs to be improved through additional training.,需要透過額外的培訓來提升員工的績效水平。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
levels,/ˈɫɛvəɫz/,層級,"The company has three management levels: executive, middle, and supervisory.",公司有三個管理層級：高階、中階與基層主管。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n./v.
library,/ˈɫaɪbɹɛˌɹi/,圖書館,The company encourages employees to utilize the library's resources for professional development.,公司鼓勵員工利用圖書館的資源來提升專業技能。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
life,/ˈɫaɪf/,生命,The company is committed to improving the quality of life for its employees.,公司致力於提升員工的生活品質。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
light,/ˈɫaɪt/,光線,Could you please turn off the lights when you leave the conference room?,請問您離開會議室時，可以關掉燈嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
like,/ˈɫaɪk/,喜歡,I really like working with this team; everyone is so supportive.,我真的很喜歡和這個團隊合作；每個人都非常支持。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./preposition
liked,/ˈɫaɪkt/,喜歡,The client liked the revised proposal and requested a formal contract.,客戶喜歡修改後的提案，並要求簽訂正式合約。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
likely,/ˈɫaɪkɫi/,很有可能,The project is likely to be delayed due to unforeseen circumstances.,由於突發狀況，這個專案很有可能會延遲。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
likes,/ˈɫaɪks/,喜歡,The manager likes to start meetings promptly at 9:00 AM.,經理喜歡在上午 9:00 準時開始會議。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
limited,"/ˈɫɪmətəd/, /ˈɫɪmɪtɪd/",有限的,"Due to budget constraints, our marketing campaign will have a limited scope this quarter.",由於預算限制，本季我們的行銷活動將會受到範圍的限制。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
limits,"/ˈɫɪməts/, /ˈɫɪmɪts/",極限,"The project budget has a strict limit of $10,000.","這個專案的預算上限嚴格規定為 10,000 美元。",Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
line,/ˈɫaɪn/,排隊,There's a long line at the reception desk; please wait your turn.,接待處排隊的人很多，請耐心等待。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
lines,/ˈɫaɪnz/,線條,Please ensure all documents are aligned on the lines for easy readability.,請確保所有文件都對齊線條，以便於閱讀。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
list,/ˈɫɪst/,清單,Could you please provide a list of required documents for the visa application?,您能請提供簽證申請所需的文件的清單嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
listen,/ˈɫɪsən/,仔細聆聽,"During the conference call, please listen attentively to the speaker's instructions.",在電話會議中，請仔細聆聽演講者的指示。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
listened,/ˈɫɪsənd/,聆聽,The manager listened attentively to the employee's concerns regarding the new project.,經理仔細聆聽了員工對新專案的顧慮。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
listener,"/ˈɫɪsənɝ/, /ˈɫɪsnɝ/",聽眾,The speaker needs to engage the listeners with compelling stories and data.,演講者需要用引人入勝的故事和數據來吸引聽眾。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
listeners,"/ˈɫɪsənɝz/, /ˈɫɪsnɝz/",聽眾,The speaker needs to engage the listeners with compelling stories and visuals.,演講者需要用引人入勝的故事和視覺效果來吸引聽眾。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
listening,"/ˈɫɪsənɪŋ/, /ˈɫɪsnɪŋ/",聆聽,"During the conference call, it's crucial to actively listen to the speaker's instructions.",在電話會議中，積極聆聽演講者的指示至關重要。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
little,/ˈɫɪtəɫ/,小的,We have very little time to complete the report before the deadline.,我們在截止日期前完成這份報告的時間非常少。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
live,"/ˈɫaɪv/, /ˈɫɪv/",居住,The company offers employees the option to live near the office.,公司提供員工在辦公室附近居住的選擇。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./adj.
lived,"/ˈɫaɪvd/, /ˈɫɪvd/",居住,The company's CEO lived in New York for many years before relocating to London.,在搬到倫敦之前，該公司的 CEO 在紐約生活了多年。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
lives,"/ˈɫaɪvz/, /ˈɫɪvz/",生活,The company offers a generous relocation package to help employees adjust to their new lives.,公司提供豐厚的搬遷福利，以幫助員工適應他們的新生活。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
loan,/ˈɫoʊn/,貸款,The company secured a loan from the bank to expand its operations.,該公司從銀行獲得貸款以擴展其業務。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
lobby,/ˈɫɑbi/,大廳,The receptionist will direct visitors to the appropriate department in the lobby.,接待員會在大廳將訪客引導至相關部門。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
local,/ˈɫoʊkəɫ/,當地的,The company is committed to sourcing materials from local suppliers.,公司致力於從當地供應商處採購物料。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
locally,/ˈɫoʊkəɫi/,在當地,The company prefers to hire locally to support the community.,公司偏好在當地僱用員工以支持社區。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
located,"/ˈɫoʊˌkeɪd/, /ˈɫoʊˌkeɪtəd/",位於,The company's headquarters are located in the central business district.,該公司的總部位於中央商業區。,Beginner,1,Corporate,Facilities,"TOEIC,Reading,Part5,Part7",adj./v.
