word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
select,/səˈɫɛkt/,挑選,Please select the appropriate vendor based on the project requirements.,請根據專案需求選定合適的供應商。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
seller,/ˈsɛɫɝ/,銷售者,The seller is responsible for promoting the product and closing deals.,銷售人員負責推廣產品並促成交易。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
selling,/ˈsɛɫɪŋ/,銷售,The company is focusing on increasing its selling price to improve profit margins.,該公司正致力於提高其銷售價格以改善利潤率。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",v./n.
seminar,/ˈsɛməˌnɑɹ/,研討會,The company will host a seminar on new marketing strategies next month.,公司下個月將舉辦一場關於新行銷策略的研討會。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
sender,/ˈsɛndɝ/,寄件者,The sender's name and address are clearly displayed on the package.,包裹上清楚地顯示了寄件者的姓名和地址。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
sending,/ˈsɛndɪŋ/,傳送,Please ensure all invoices are sending out before the end of the month.,請確保所有發票在月底前寄出。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",v./gerund
senior,/ˈsinjɝ/,資深,The senior manager will review the proposal before it's submitted to the board.,資深經理會在提案提交給董事會之前審閱它。,toeic_advanced,2,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",n./adj.
serious,/ˈsɪɹiəs/,嚴肅的,The manager emphasized the seriousness of the project deadline.,經理強調了專案截止日期的重要性。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
server,/ˈsɝvɝ/,伺服器,The IT department is upgrading the company's main server to improve performance.,資訊部門正在升級公司的主要伺服器以提升效能。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
service,/ˈsɝvəs/,服務,Our company offers a wide range of IT services to businesses of all sizes.,我們公司為各個規模的企業提供廣泛的 IT 服務。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./v.
setting,/ˈsɛtɪŋ/,環境，場景，設定,The company is adjusting its marketing settings to target a younger demographic.,公司正在調整其行銷設定，以鎖定更年輕的客群。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
seventh,/ˈsɛvənθ/,第七,The seventh floor houses the marketing department.,第七層樓設有市場部。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj./adv.
seventy,/ˈsɛvəni/,七十,The project budget is approximately seventy thousand dollars.,這個專案的預算大約是七萬美元。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj./n.
several,/ˈsɛvɝəɫ/,若干，一些,The manager mentioned that several employees will be attending the conference.,經理提到，將有幾位員工參加會議。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adv./adj.
shared,/ˈʃɛɹd/,共同擁有的,The office space is shared among several departments to maximize efficiency.,為了提高效率，辦公空間由幾個部門共同使用。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
shipped,/ˈʃɪpt/,已寄出,The order has been shipped and should arrive within three business days.,訂單已寄出，預計在三個工作天內送達。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
shirts,/ˈʃɝts/,襯衫,The dress code requires all employees to wear collared shirts.,著裝規定要求所有員工穿著有領子的襯衫。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
shopper,/ˈʃɑpɝ/,購物者,The store is offering a discount to attract more shoppers during the holiday season.,為了在節日期間吸引更多購物者，該店正在提供折扣。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
should,/ˈʃʊd/,應該,You should complete this report by the end of the day.,你應該在今天結束前完成這份報告。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",modal verb
sidewalk,/ˈsaɪdˌwɔk/,人行道,The construction crew is working to repair the damaged sidewalk in front of the office building.,施工團隊正在努力修復辦公大樓前的損壞人行道。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
signed,/ˈsaɪnd/,簽署,Please sign the contract before the deadline to finalize the agreement.,請在截止日期前簽署合約，以完成協議。,toeic_advanced,2,Legal,Contracts,"TOEIC,Reading,Part5,Part7",v.
similar,/ˈsɪməɫɝ/,相似的,The new software has a similar interface to the previous version.,這款新軟體介面與上一版本非常相似。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj.
simple,/ˈsɪmpəɫ/,簡潔的,The project manager requested a simple report outlining the key findings.,專案經理要求一份簡單的報告，概述主要發現。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",adj.
simply,/ˈsɪmpɫi/,簡單地,"Simply put, the project is behind schedule.",簡而言之，這個專案已經落後進度。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
single,/ˈsɪŋɡəɫ/,單一的,The company offers a single occupancy room for visiting executives.,公司為拜訪的幹部提供單人房。,toeic_advanced,2,CorporateGovernance,CorporateStrategy,"TOEIC,Reading,Part5,Part7",adj./n.
skilled,/ˈskɪɫd/,具備特定技能或能力,The company is looking for a skilled accountant with experience in international tax law.,該公司正在尋找一位具備國際稅法經驗的熟練會計師。,toeic_advanced,2,Legal,Compliance,"TOEIC,Reading,Part5,Part7",adj.
skills,/ˈskɪɫz/,能力，技能,The company is looking for candidates with strong communication and problem-solving skills.,該公司正在尋找具備良好溝通和解決問題能力的候選人。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
slowly,/ˈsɫoʊɫi/,緩慢地,The report needs to be processed slowly and carefully to avoid errors.,為了避免錯誤，報告需要緩慢且仔細地處理。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
social,/ˈsoʊʃəɫ/,與人互動，社交的,The company encourages employees to participate in social events to build team cohesion.,公司鼓勵員工參與社交活動以建立團隊凝聚力。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adj./n.
solved,/ˈsɑɫvd/,解決,The IT department quickly solved the network outage issue.,資訊部門迅速解決了網路中斷的問題。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
someone,/ˈsəmˌwən/,某人,Someone left their briefcase in the conference room.,有人把公事包忘在會議室裡。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",pronoun
sounds,/ˈsaʊndz/,聽起來,"The proposal sounds promising, but we need more detailed financial projections.",這份提案聽起來很有前景，但我們需要更詳細的財務預測。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n./v.
source,/ˈsɔɹs/,來源,The report cited several sources to support its findings.,該報告引用了多個來源來支持其發現。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
sources,/ˈsɔɹsəz/,資源,The report cited several sources to support its findings.,該報告引用了幾個來源來支持其發現。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
southeast,/ˌsaʊˈθist/,東南方向,The company's new distribution center is located in the southeast region of the country.,該公司的新的配送中心位於該國的東南區域。,toeic_advanced,2,Travel,Transit,"TOEIC,Reading,Part5,Part7",adj./n.
speaker,/ˈspikɝ/,演講者,The keynote speaker will address the audience about the company's future strategy.,主題演講者將向聽眾闡述公司的未來策略。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
special,/ˈspɛʃəɫ/,獨特的,The company offers a special discount for first-time customers.,公司為首次顧客提供特別折扣。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
speech,/ˈspitʃ/,演講,The CEO will deliver a speech on the company's future strategy at the annual conference.,執行長將在年度會議上發表關於公司未來策略的演講。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n./v.
spend,/ˈspɛnd/,花費,The company plans to spend $5 million on marketing campaigns this quarter.,本公司計劃在本季投放 500 萬美元用於行銷活動。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",v./n.
spent,/ˈspɛnt/,花費，使用完畢,The company spent a significant amount on marketing campaigns last quarter.,上個季度，公司在行銷活動上花費了大量資金。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",v.
sports,/ˈspɔɹts/,體育活動,The company offers employees a wellness program that includes access to various sports facilities.,該公司提供員工健康計畫，其中包括使用各種體育設施的權限。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
spring,/ˈspɹɪŋ/,春天,The company is experiencing a spring in sales after the new marketing campaign.,在新的行銷活動後，公司銷售額呈現蓬勃發展。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",n./v.
square,/ˈskwɛɹ/,方形,The architect requested a square table for the conference room.,建築師要求為會議室準備一張方形的桌子。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./adj.
stairs,/ˈstɛɹz/,樓梯,"Please be careful when using the stairs, especially when carrying heavy boxes.",請小心使用樓梯，尤其是在搬運重物時。,toeic_advanced,2,Corporate,Facilities,"TOEIC,Reading,Part5,Part7",n.
started,/ˈstɑɹtɪd/,開始,The project started unexpectedly due to a delay in material delivery.,由於物料延遲送達，專案始料未及地開始。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",v.
starts,/ˈstɑɹts/,開始,The meeting starts promptly at 10:00 AM.,會議準時於上午 10:00 開始。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
states,/ˈsteɪts/,陳述，說明或狀態，情況,The manager states that the project will be completed by the end of the month.,經理陳述此專案將於本月底前完成。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
station,/ˈsteɪʃən/,車站,The train will depart from Platform 12 at the central station.,火車將從中央車站 12 號月台出發。,toeic_advanced,2,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
status,/ˈstætəs/,狀態,Please update the project status report by the end of the day.,請在今天結束前更新專案狀態報告。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
stock,/ˈstɑk/,股票,The company's stock price surged after the announcement of record profits.,公司在宣布創紀錄利潤後，股價大幅上漲。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n./v.
stopped,/ˈstɑpt/,停止,The production line was stopped due to a sudden power outage.,由於突發停電，生產線被迫停止運轉。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",v.
storage,/ˈstɔɹədʒ/,儲存空間,The warehouse has ample storage for the incoming shipment.,倉庫有足夠的儲存空間來存放即將到貨的貨物。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
stores,/ˈstɔɹz/,商店,The company is expanding its retail presence by opening new stores in major cities.,公司正透過在新興城市開設新店來擴展其零售業務。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
strange,/ˈstɹeɪndʒ/,奇怪的,The sudden drop in sales figures is quite strange and requires immediate investigation.,銷售數字的突然下降非常奇怪，需要立即調查。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj.
strong,/ˈstɹɔŋ/,強壯的,The company needs a strong leader to navigate the current economic challenges.,公司需要一位強有力的領導者來應對目前的經濟挑戰。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
student,/ˈstudənt/,學生,The company offers a tuition reimbursement program for employees who are also students.,公司為同時是員工和學生的員工提供學費補助計畫。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
studied,/ˈstədid/,研讀,The marketing team studied the latest market trends to develop a new campaign.,行銷團隊研究了最新的市場趨勢，以開發新的活動。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",v.
styles,/ˈstaɪɫz/,風格,The company is launching a new line of clothing with a modern and minimalist style.,該公司正在推出一系列具有現代簡約風格的服裝。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
subject,/ˈsəbdʒɪkt/,主題,The meeting will cover the subject of budget allocation.,本次會議將討論預算分配的主題。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
submit,/səbˈmɪt/,提交,Please submit your expense report by the end of the week.,請在週末前提交您的費用報表。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
succeed,/səkˈsid/,成功,The company's new marketing strategy is expected to succeed in attracting more customers.,預計公司新的行銷策略將會成功地吸引更多客戶。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
success,/səkˈsɛs/,成就,The company's success is largely attributed to its innovative marketing strategies.,公司的成功很大程度上歸功於其創新的行銷策略。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
suggest,/səˈdʒɛst/,建議,The marketing team suggested a new campaign targeting younger demographics.,行銷團隊建議了一項針對年輕人口群的新活動。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",v.
suitcase,/ˈsutˌkeɪs/,行李箱,Please check your suitcase for any prohibited items before boarding.,請在登機前檢查您的行李箱，確認沒有任何禁止物品。,toeic_advanced,2,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",n.
sum,/ˈsəm/,總數,The accounting department needs to calculate the sum of all expenses for the quarter.,會計部門需要計算該季的所有費用總數。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n./v.
summary,/ˈsəmɝi/,簡要回顧,Could you please provide a summary of the meeting's key decisions?,您能請提供會議重點決定的摘要嗎？,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
sunday,/ˈsənˌdeɪ/,星期日，週日，通常指休息或休假日。,Our office is closed on Sundays and public holidays.,我們的辦公室在星期日和公共假期休市。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
supply,/səˈpɫaɪ/,供應,The company needs to secure a reliable supply of raw materials to meet the increasing demand.,公司需要確保穩定的原材料供應，以滿足不斷增長的需求。,toeic_advanced,2,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
support,/səˈpɔɹt/,支援,The company provides technical support to its clients 24/7.,該公司為客戶提供全天候的技術支援。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
survey,/ˈsɝˌveɪ/,調查,The marketing team conducted a customer satisfaction survey to identify areas for improvement.,行銷團隊進行了一項客戶滿意度調查，以找出需要改進的領域。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
surveys,/ˈsɝˌveɪz/,調查,The marketing team conducted surveys to gauge customer satisfaction with the new product.,行銷團隊進行了問卷調查，以評估客戶對新產品的滿意度。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
sweater,/ˈswɛtɝ/,毛衣,The office dress code allows employees to wear sweaters during the winter months.,辦公室的著裝規定允許員工在冬季穿著毛衣。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
swimming,/ˈswɪmɪŋ/,游泳,The company offers wellness programs that include swimming lessons for employees.,公司提供健康計畫，其中包含員工游泳課程。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n./v.
switch,/ˈswɪtʃ/,切換,"Could you switch the projector to presentation mode, please?",請問您能將投影機切換到簡報模式嗎？,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./v.
system,/ˈsɪstəm/,系統,Our company is implementing a new inventory management system to improve efficiency.,我們公司正在實施一套新的庫存管理系統以提高效率。,toeic_advanced,2,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
systems,/ˈsɪstəmz/,系統,Our IT department is responsible for maintaining the company's computer systems.,我們的 IT 部門負責維護公司的電腦系統。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
table,/ˈteɪbəɫ/,桌子,Please place the report on the conference table.,請把報告放在會議桌上。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
tables,/ˈteɪbəɫz/,桌子,The conference room has several tables for attendees to use.,會議室有幾張桌子供與會者使用。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
talking,/ˈtɔkɪŋ/,談論,Let's stop talking about the problem and start brainstorming solutions.,讓我們停止討論問題，開始集思廣益。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./adj.
tallest,/ˈtɔɫɪst/,最高的,The company's headquarters is the tallest building in the city's financial district.,該公司的總部是市區金融區最高的建築物。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj.
target,/ˈtɑɹɡət/,目標,Our primary target market is young professionals aged 25-35.,我們的主要目標市場是 25 至 35 歲的年輕專業人士。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
targets,/ˈtɑɹɡəts/,目標,Our marketing campaign aims to reach a younger demographic as our primary target.,我們的行銷活動旨在將年輕族群作為主要目標。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",n.
tax,/ˈtæks/,稅金,The company needs to pay its annual taxes by the end of the fiscal year.,公司需要在財政年度結束前繳清年度稅金。,toeic_advanced,2,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
taxes,/ˈtæksəz/,稅金,The company needs to file its annual taxes by April 15th.,公司需要在 4 月 15 日前申報年度稅金。,toeic_advanced,2,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
teacher,/ˈtitʃɝ/,在企業內部或培訓機構中，負責傳授知識，技能或專業資訊的講師或指導者，常用於員工培訓與發展情境。,The company hired an external teacher to conduct a two‑day workshop on effective communication for the sales team.,公司聘請外部講師為業務團隊舉辦為期兩天的有效溝通工作坊。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
teaches,/ˈtitʃəz/,教導,The company offers training programs to teach employees new software.,公司提供培訓計畫，教導員工使用新的軟體。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
tested,/ˈtɛstɪd/,經過檢驗或測試,The new software has been thoroughly tested to ensure its stability.,新的軟體已經過徹底測試，以確保其穩定性。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj./v.
thirty,/ˈθɝˌdi/,三十,The project budget is approximately thirty thousand dollars.,這個專案的預算大約是三萬美元。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adv./adj.
though,/ˈðoʊ/,雖然,"Though the project faced some delays, the team managed to deliver it on time.",儘管專案遇到了一些延遲，團隊還是成功地按時交付了它。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",adv./conjunction
through,/ˈθɹu/,介系詞：穿過,We drove through the tunnel to reach the city.,我們開車穿過隧道到達城市。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",preposition/adv.
tonight,/təˈnaɪt/,今晚,The project presentation is scheduled for tonight at 7 PM.,專案簡報預計今晚 7 點舉行。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
total,/ˈtoʊtəɫ/,總數,The total sales for the quarter exceeded our projections.,本季的總銷售額超過了我們的預測。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./adj.
tourists,/ˈtʊɹəsts/,觀光客,The hotel is expecting a large influx of tourists during the holiday season.,飯店預計在節假日期間湧入大量觀光客。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
toward,/ˈtɔɹd/,朝向,The company is moving toward a more sustainable business model.,公司正朝向更永續的商業模式發展。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",preposition/adv.
towards,/ˈtɔɹdz/,朝向,The company is moving towards a more sustainable business model.,該公司正朝著更永續的商業模式發展。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",preposition/adv.
traffic,/ˈtɹæfɪk/,交通運輸系統或車輛的流動情況,The heavy traffic caused a significant delay in the delivery of the goods.,嚴重的交通狀況導致貨物延遲送達。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
traveled,/ˈtɹævəɫd/,旅行，前往,The sales team traveled extensively throughout Asia to meet with potential clients.,銷售團隊前往亞洲各地拜訪潛在客戶。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
traveler,/ˈtɹævəɫɝ/,旅客,The hotel offers special rates for business travelers.,這家飯店為商務旅客提供特別優惠。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
travelers,/ˈtɹævəɫɝz/,旅行者,The airline offers special discounts for frequent travelers who book corporate accounts.,航空公司為預訂企業帳戶的常旅客提供特別折扣。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
trends,/ˈtɹɛndz/,趨勢,The company needs to analyze current market trends to develop effective marketing strategies.,公司需要分析目前的市場趨勢，以制定有效的行銷策略。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
trouble,/ˈtɹəbəɫ/,困難，問題,"If you encounter any trouble with the new software, please contact the IT department immediately.",如果您在使用新軟體時遇到任何問題，請立即聯絡資訊部門。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./v.
tuesday,/ˈtjuzˌdeɪ/,星期二,The meeting has been rescheduled to Tuesday at 10 AM.,會議已改期至星期二上午 10 點舉行。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
twelve,/ˈtwɛɫv/,十二,The project deadline is set for the twelfth of next month.,專案截止日期定在下個月的十二號。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
twenty,/ˈtwɛni/,二十,The project budget is twenty thousand dollars.,這個專案的預算為二十萬美元。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj./n.
typical,/ˈtɪpəkəɫ/,典型的,The company's annual report highlights typical market trends.,該公司的年度報告重點說明了典型的市場趨勢。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
unhappy,/ənˈhæpi/,不快樂的,The team was unhappy with the project's delayed launch.,團隊對於專案延遲推出感到不滿。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj.
unknown,/ənˈnoʊn/,未知的,The report identified several unknown factors that could affect the project's timeline.,這份報告指出了幾個可能影響專案進度的未知因素。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",adj./n.
unless,/ənˈɫɛs/,除非,You won't understand it unless you read the instructions carefully.,除非你仔細閱讀說明，否則你不會理解它。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",conjunction
update,/ˈəpˌdeɪt/,更新,The IT department will update the software to fix the security vulnerabilities.,資訊部門將更新軟體以修復安全漏洞。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v./n.
updated,/ˈəpˌdeɪtɪd/,已更新的,The sales report has been updated with the latest quarterly figures.,銷售報告已更新，加入最新的季度數據。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v./adj.
updates,/ˈəpˌdeɪts/,更新,The IT department will release software updates every month to ensure system security.,資訊部門將每月發布軟體更新，以確保系統安全。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
upgrade,/ˈəpˈɡɹeɪd/,升級：將設備，系統或服務提升至較新或較高的版本，以改善性能或功能。,The IT department will upgrade the company's server software next weekend.,資訊部門將於下週末升級公司的伺服器軟體。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n./v.
upload,/ˈəˌpɫoʊd/,將檔案或資料上傳至網路或伺服器。,Please upload your presentation slides to the shared drive by the end of the day.,請在今天結束前將您的簡報投影片上傳至共享雲端硬碟。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
urgent,/ˈɝdʒənt/,緊急的,The manager emphasized that the matter was urgent and required immediate attention.,經理強調這件事非常緊急，需要立即處理。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
useful,/ˈjusfəɫ/,有用的,This software is incredibly useful for managing large datasets.,這個軟體對於管理大型數據集非常有用。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj.
usually,/ˈjuʒəɫi/,通常，一般而言,The manager usually approves expense reports within a week.,經理通常在一週內核准費用報告。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adv.
value,/ˈvæɫju/,價值,The company places a high value on employee training and development.,公司非常重視員工的培訓和發展。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n./v.
various,/ˈvɛɹiəs/,各種的,The quarterly report includes various market analyses from different regions.,季報中包含了來自不同區域的各種市場分析。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
vegetables,/ˈvɛdʒtəbəɫz/,蔬菜,The hotel buffet offers a wide variety of fresh vegetables.,飯店自助餐提供各式各樣的新鮮蔬菜。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
vendor,/ˈvɛndɝ/,供應商,Our company is seeking new vendors to supply office stationery.,我們公司正在尋找新的供應商來提供辦公文具。,toeic_advanced,2,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
visitor,/ˈvɪzɪtɝ/,訪客,We expect a large number of visitors to our booth at the trade show.,我們預計在貿易展覽會上會有大量的訪客到訪我們的攤位。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
waited,/ˈweɪtɪd/,等待,The manager waited for the report to be finalized before presenting it to the board.,經理在將報告提交給董事會之前，等待報告最終定稿。,toeic_advanced,2,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",v.
waiting,/ˈweɪtɪŋ/,等待,The manager is waiting for the sales report before making a decision.,經理正在等待銷售報告再做決定。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v./adj.
waitress,/ˈweɪtɹəs/,在餐廳或咖啡廳為顧客提供服務的女性員工，負責點餐，送餐及結帳。,The waitress quickly took our order and brought the drinks.,女服務員迅速地記錄了我們的點餐，並送上飲料。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
wallet,/ˈwɔɫət/,錢包,He realized he'd left his wallet at the office during the meeting.,他意識到在會議中忘記把錢包留在辦公室了。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
wanted,/ˈwɔntɪd/,被尋求的,The company is looking for a skilled marketing manager; a highly wanted candidate will receive immediate consideration.,公司正在尋找一位有技能的行銷經理；一位非常需要的候選人將立即獲得考慮。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
washed,/ˈwɑʃt/,清洗,The laundry service washed and folded all the uniforms.,洗衣服務清洗並摺疊了所有的制服。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
